AadhaarID,Name,Sex,Address,DOB,TotalTransactionAmount,AverageTransaction,MaxTransaction,MinTransaction,TransactionCount,Fraudulent
4.84581E+11,Khushi Boase,Male,"239, Krishnan, Srinagar-745561",18-09-1950,452961.48,30197.43,49742.69,826.99,15,Yes
7.50003E+11,Armaan Sarin,Other,"86/05, Sood Nagar, Patiala 666081",13-05-1952,239383.74,23938.37,48415.22,962.64,10,No
4.67909E+11,Aaryahi Sridhar,Female,"083, Hayer Path, Narasaraopet 062715",23-02-1995,338517.64,22567.84,47489.73,1658.38,15,No
5.68652E+11,Divyansh Chahal,Female,"H.No. 50, Kumar Marg, Junagadh-776829",14-10-1958,225790.91,22579.09,46953.14,8995.2,10,No
3.47047E+11,Riaan Shere,Other,"480, Kapur Circle, Tiruvottiyur 378826",30-07-1947,214908.07,21490.81,42420.35,4183.6,10,No
222692968268,Mehul oy,Male,"H.No. 157, Raman Nagar, Guna 991449",22-10-1956,408923.44,27261.56,48498.54,4661.09,15,Yes
8.55852E+11,Riya Kara,Other,"99, Rattan, Chapra 489971",10-12-2004,221011.36,22101.14,45820.22,2831.48,10,No
5.49148E+11,Hunar Loyal,Other,"93/259, Din Zila, Orai 993231",09-01-1957,192528.64,24066.08,39494.59,5695.54,8,No
7.1595E+11,Ritvik Sridhar,Male,"98, Jani Nagar, Proddatur-261760",14-02-1988,194991.36,19499.14,43704.96,1611.23,10,No
8.92609E+11,Jayant Shere,Female,"38/93, Sampath Path, Latur-804056",25-10-2004,130706.92,18672.42,41377.78,581.17,7,No
2.17465E+11,Hridaan Yohannan,Male,"H.No. 826, Singh, Tinsukia-641869",07-03-1970,318210.21,24477.71,43480.89,5458.26,13,No
1.43363E+11,Yuvraj  Rau,Female,"H.No. 876, Samra Zila, Jhansi 951434",27-07-1971,126792.15,12679.22,29819.31,946.4,10,No
3.52119E+11,Nakul Raj,Other,"00/273, Aggarwal Nagar, Ghaziabad 610168",10-03-1958,281735.7,31303.97,46964.24,19554.14,9,No
5.72858E+11,Dhanush Sami,Other,"H.No. 016, Bala Circle, Jodhpur-915076",31-01-1997,139992.2,23332.03,42145.09,2661.97,6,No
9.12488E+11,Mohanlal Lal,Female,"62/053, Deshmukh Road, Shimla-794620",17-01-1993,347558.46,24825.6,49746.2,5034.19,14,No
3.03886E+11,Hiran Seshadri,Other,"29/250, Sur Circle, Pallavaram-602991",10-10-1996,381278.59,31773.22,48306.94,666.69,12,No
2.17791E+11,Akarsh Issac,Other,"337, Basu Ganj, Satara 235617",03-07-1981,212969.54,26621.19,41470.04,4562.57,8,No
7.05326E+11,Anahi Ahluwalia,Male,"11/920, Bhalla Marg, Bhusawal-852778",17-06-1983,114258.78,22851.76,42896.69,6369.95,5,No
2.55136E+11,Uthkarsh Bhat,Male,"18, Dube Road, Guntakal-295026",11-06-1964,298700.09,22976.93,43978.05,2231.55,13,No
340514917354,Divt Kale,Female,"H.No. 373, Thakur Road, Sikar 812778",11-01-1956,206270.84,25783.86,48552.58,455.01,8,No
1.54732E+11,Dhanuk Amble,Other,"98, Behl Street, Bhilwara-298579",28-03-1974,173279.44,24754.21,47830.29,5872.94,7,No
2.83773E+11,Tara Kala,Other,"H.No. 828, Jayaraman Path, Sonipat-970798",18-05-1993,240375.99,21852.36,44675.74,3919.52,11,No
9.75358E+11,Yuvaan Sangha,Male,"06, Dalal Chowk, Kadapa 050682",06-03-1950,166694.62,20836.83,49008.45,512.8,8,No
8.14447E+11,Jivin Choudhury,Male,"21/650, Madan Path, Vasai-Virar 692182",22-05-1949,97845.2,19569.04,28809.69,2340.69,5,No
9.09229E+11,Shaan Mander,Female,"08/98, Dalal Road, Narasaraopet-802205",07-10-1998,291208.05,29120.81,44648.56,5683.1,10,No
68811640343,Lavanya Saraf,Other,"94/842, Wadhwa Road, Phagwara-145788",06-08-1975,305011.13,23462.39,45067.18,794.84,13,No
4.13091E+11,Rania Sagar,Male,"H.No. 23, Iyer Circle, Pali-382097",22-02-1963,202225.75,28889.39,48497.43,3484.22,7,No
2.31906E+11,Vanya Barad,Male,"98, Handa Chowk, Ramgarh 872258",09-09-1983,127604.42,25520.88,41959.4,2924.2,5,No
9.32454E+11,Bhamini Shere,Female,"80/623, Bal Path, Ludhiana 669579",17-01-1947,164265.72,27377.62,47742.1,1505.25,6,No
8.7265E+11,Pari Bhatia,Female,"25/54, Chand Road, Jaunpur-325942",16-11-1987,200416.63,22268.51,41635.85,798.04,9,No
9.00347E+11,Myra Bhavsar,Female,"389, Garde Zila, Dehradun 152857",17-07-1956,117625.75,23525.15,46719.08,7550.53,5,No
2.00954E+11,Vidur Chacko,Male,"33/58, Srinivas, Kota-818655",08-03-1946,254988.34,23180.76,48288.27,597.82,11,No
73971307221,Ela Deep,Male,"H.No. 957, Tella Road, Rajahmundry-349189",04-07-1949,185066.77,23133.35,44241.52,2158.7,8,No
45461719281,Anya Ram,Female,"H.No. 385, Dalal, Agra-536415",02-06-1964,115080.07,23016.01,49164.19,7320.52,5,No
3.44225E+11,Emir Gade,Male,"H.No. 325, Wali, Gurgaon 813675",22-07-1947,204625.33,25578.17,47722.06,949.18,8,No
7.7269E+11,Miraya Deol,Male,"H.No. 10, Chakrabarti Path, Yamunanagar-987809",14-04-1994,177753.61,25393.37,48536.66,1302.91,7,No
2.45599E+11,Tanya Khare,Male,"H.No. 23, Lall Circle, Rewa 258660",08-07-1966,460141.76,32867.27,49669.05,8619.4,14,Yes
8.68624E+11,Vritika Shroff,Female,"H.No. 42, Koshy Street, Sasaram-485965",24-08-1998,221453.09,24605.9,48838.36,1279.42,9,No
4.99216E+11,Vedika Sawhney,Male,"24/91, Tak Zila, Thoothukudi 200024",14-10-1969,226860.63,20623.69,47232.99,2049.73,11,No
2.13987E+11,Khushi Sabharwal,Male,"215, Banerjee Path, Kolkata-570836",30-03-1982,211133.52,35188.92,49893.77,10045.16,6,No
5.5033E+11,Pihu Bedi,Male,"H.No. 88, Handa, Dharmavaram 273677",22-05-1993,263269.45,29252.16,49703.79,267.6,9,No
1.1416E+11,Nayantara Jhaveri,Male,"582, Dhawan Path, Coimbatore-281231",12-01-1953,218811.04,31258.72,47259.04,10156.92,7,No
7.90609E+11,Mahika Bora,Female,"10/60, Lad Zila, Vijayanagaram 723875",01-02-1946,171087.71,19009.75,42073.76,1250.58,9,No
1.37118E+11,Tiya Keer,Other,"72/257, Dyal Chowk, Mirzapur-726290",01-08-1966,206650.65,22961.18,40265.5,1006.74,9,No
1.53535E+11,Miraya Bath,Other,"83/160, Vig Circle, Gandhidham-721733",30-07-1974,305239.31,21802.81,44539.48,900,14,No
1.82239E+11,Jivika Sagar,Male,"H.No. 22, Mani Street, Bulandshahr-165914",07-07-1960,84758.4,16951.68,26590.83,3594.39,5,No
2.73536E+11,Miraan Yadav,Male,"53/983, Mall Path, Shimoga-177732",09-06-1999,187636.22,20848.47,49625.27,4450.78,9,No
1.2559E+11,Riaan Dasgupta,Other,"H.No. 49, Ramaswamy Chowk, Bokaro 997029",20-04-1956,73512.1,10501.73,20479.09,2783.73,7,No
1.01233E+11,Darshit Buch,Male,"978, Sem Chowk, Kakinada 529883",30-04-1953,453941.64,30262.78,48680.33,675.26,15,Yes
2.27635E+11,Aniruddh Tak,Male,"H.No. 60, Chandra Circle, Agra 487978",12-09-1978,191654.59,38330.92,49153.47,18360.95,5,No
4.72436E+11,Stuvan Sani,Male,"85/238, Balasubramanian Marg, Panihati-443619",19-08-2002,219188.99,31312.71,47640.43,6398.26,7,No
86665622419,Faiyaz Karpe,Female,"391, Sood Nagar, Gangtok 950143",17-12-1976,329847.72,29986.16,42827.34,13551.17,11,No
61848974223,Neysa Vig,Female,"30/96, Barman Chowk, Guntakal-191260",14-07-1987,166210.58,18467.84,40603.58,4435.34,9,No
6.49525E+11,Sana Borra,Female,"176, Shetty Chowk, Meerut 911166",20-07-1951,362084.47,24138.96,40936.18,225.82,15,No
8.82188E+11,Jivin Bail,Female,"25, Sidhu Circle, Kulti 930493",18-10-1973,254024.22,28224.91,49648.87,1012.5,9,No
4.12302E+11,Shayak Chawla,Male,"48, Borde Zila, Belgaum 140868",02-01-1954,192268.78,24033.6,49373.97,3217.85,8,No
3.1979E+11,Aayush Mani,Male,"946, Anand Street, Ambarnath 610399",06-12-1967,91687.17,18337.43,45957.28,5436.2,5,No
7.19786E+11,Vanya Saran,Male,"H.No. 371, Devi Street, Khandwa-858564",30-04-1996,361816.6,27832.05,48911.32,3944.36,13,No
2.10729E+11,Lakshit Vaidya,Female,"H.No. 202, Bala Chowk, Amravati 927387",09-05-1963,401569.03,28683.5,48799.8,1471.77,14,Yes
9.64772E+11,Ivan Ram,Female,"16/690, Comar Marg, Cuttack 815542",07-10-2000,277767.39,25251.58,48517,844.73,11,No
246870027087,Madhup Sarna,Female,"010, Golla, Mehsana 564915",28-07-1974,386036.99,27574.07,49666.38,1094.16,14,No
3.95215E+11,Umang Dhar,Male,"471, Toor Street, Surendranagar Dudhrej-010801",09-09-1998,84085.06,16817.01,47056.75,581.34,5,No
8.42432E+11,Armaan Chawla,Other,"31/76, Singh Road, Unnao 680808",25-01-1951,246711.41,27412.38,45652.45,609.92,9,No
3.02152E+11,Alia Bera,Female,"15/071, Kumar Ganj, Alappuzha-130735",11-11-1949,123757.25,15469.66,43400.02,256.7,8,No
1.47643E+11,Reyansh Gole,Female,"H.No. 36, Bhandari Street, Nagpur 962588",19-06-1990,261407.33,32675.92,45389.61,6927.11,8,No
5.12396E+11,Alia Kala,Female,"03, Mand Zila, Thoothukudi-396274",26-06-2001,176648.19,25235.46,46950.52,2376.16,7,No
24465467720,Vihaan Kamdar,Female,"H.No. 91, Dara Circle, Fatehpur-004666",03-04-1951,116609.64,19434.94,41362.81,1463.09,6,No
4.7837E+11,Shalv Rattan,Other,"H.No. 079, Sama Chowk, Amravati 004938",19-09-1996,117071.43,23414.29,44444.5,3737.51,5,No
5.72603E+11,Saanvi Manda,Female,"H.No. 31, Srinivasan Path, Kalyan-Dombivli 998094",08-06-1988,130882.89,18697.56,44685.8,2380.09,7,No
76327135386,Vivaan Srinivasan,Female,"13/797, Talwar Zila, Eluru-166123",09-06-1977,296412.35,26946.58,44806.45,2700.7,11,No
8.86932E+11,Badal Kibe,Female,"325, Chand Marg, Kottayam-991970",30-12-1948,129226.21,25845.24,47185.15,7325.03,5,No
6.15976E+11,Ivan Wagle,Female,"H.No. 370, Karpe Circle, Aligarh-602041",03-04-2002,148083.5,29616.7,44103.61,17016.15,5,No
4.2619E+11,Miraan Goyal,Male,"H.No. 170, Krishnamurthy Circle, Danapur-186448",04-11-1953,222763.62,20251.24,37504,3843.06,11,No
5.76917E+11,Tara Bhasin,Other,"83/97, Grover Circle, Hyderabad-004806",17-09-1976,251484.63,19344.97,42838.25,1715.86,13,No
26980142647,Anika Sama,Male,"691, Rajan Road, Mysore 287942",05-04-1985,93845,18769,44364.25,1361.14,5,No
31637050049,Jhanvi Zacharia,Male,"69/704, Raja Nagar, Berhampur-419615",03-07-1973,182552.01,22819,45849.34,5745.31,8,No
2.94764E+11,Bhamini Yogi,Other,"48, Choudhury Circle, Burhanpur-179624",28-12-1987,304789.75,27708.16,49333.37,3137.19,11,No
2.72728E+11,Lavanya Kade,Female,"83, Ramesh Road, Indore 784217",24-03-1945,359470.81,23964.72,48863.8,2483.12,15,No
4.99507E+11,Jhanvi Gara,Female,"259, Tella Ganj, Panipat 089348",01-09-1971,303275.48,25272.96,49686.49,610.46,12,No
1.5439E+11,Mannat Bail,Male,"H.No. 67, Shetty Street, Madanapalle-609114",18-06-1949,109373.26,15624.75,44947.74,427.37,7,No
25550193545,Faiyaz Raj,Other,"92/361, Chhabra Ganj, Vellore-523045",17-04-1982,339923.54,22661.57,44883.36,8193.84,15,No
6.20806E+11,Yakshit Ganesan,Female,"H.No. 44, Bora Chowk, Amravati 650344",12-05-1946,121889.53,20314.92,29962.37,8168.45,6,No
9.99201E+11,Yakshit Uppal,Female,"71/824, Luthra, Bongaigaon 678214",08-11-1949,352006.39,29333.87,49300.59,8086.65,12,No
1.92267E+11,Purab Jhaveri,Other,"H.No. 92, Rattan Marg, Bilaspur 989396",01-11-1991,272084.66,24734.97,47544.45,6492.63,11,No
96173009928,Sahil Kulkarni,Female,"15/594, Suri Path, Bhubaneswar-929207",09-01-1969,230465.58,23046.56,43740.54,3233.45,10,No
2.19143E+11,Rasha Halder,Other,"H.No. 171, Sanghvi Marg, Ambattur 365362",30-03-1951,152347.67,21763.95,48540.32,6429.81,7,No
8.83458E+11,Shaan Grewal,Female,"00, Rajan Nagar, Bhavnagar 894204",29-01-2007,353680.36,29473.36,49310.25,2168.22,12,No
25784640858,Uthkarsh Sanghvi,Female,"76, Gade Nagar, Firozabad 045657",26-11-1995,320577.9,24659.84,48635.76,997.67,13,No
9.25436E+11,Shlok Luthra,Male,"H.No. 53, Srinivas Ganj, Khandwa 354662",28-07-2002,195534.8,27933.54,46697.93,9259.99,7,No
6.24729E+11,Trisha Kadakia,Male,"H.No. 165, Ramanathan, Berhampur 062212",16-10-1954,178098.67,25442.67,39666.65,12359.63,7,No
9.6627E+11,Jivin Singh,Male,"74, Bhavsar Marg, Pudukkottai-601124",10-09-1992,234059.5,16718.54,41814.1,1036.28,14,No
2.24712E+11,Divij Grewal,Male,"H.No. 080, Khalsa Zila, Ongole 823129",17-12-1984,324642.65,24972.51,48783.26,1959.87,13,No
8.50095E+11,Ahana  Srivastava,Male,"26, Varkey Road, Khandwa 212038",14-07-1961,327896.8,27324.73,46849.14,720.3,12,No
982572043217,Sara Was,Female,"659, Verma Marg, Surendranagar Dudhrej-254824",21-02-1953,223760.86,31965.84,47555.99,18164.41,7,No
6.34943E+11,Oorja Mallick,Female,"H.No. 54, Babu Nagar, Rohtak-547523",22-12-2001,185550.74,18555.07,42326.92,1086.66,10,No
2.48374E+11,Faiyaz Boase,Female,"74/897, Sha, Hospet-633427",27-12-1955,212034.83,21203.48,41213.35,637.94,10,No
8.53627E+11,Kartik Vig,Male,"H.No. 750, Balasubramanian Circle, Medininagar-304530",30-09-1970,296193.51,22784.12,47868.19,703.19,13,No
187256858002,Shaan Sem,Female,"35/34, Badami Nagar, Kottayam-677848",08-01-2006,384551.18,25636.75,47813.63,13862.79,15,No
357723498979,Aatna Gera,Other,"H.No. 45, Deep Road, Meerut-851799",27-03-1959,197471.26,21941.25,46232.69,1774.55,9,No
308113206724,Renee Srinivasan,Female,"53/912, Kari Circle, Siwan 999698",13-06-1979,199579.25,24947.41,45750.86,1921.6,8,No
9.83307E+11,Tarini Sant,Other,"H.No. 79, Toor Street, Vasai-Virar 724630",29-07-1999,160399.04,26733.17,44403.84,6868.4,6,No
9.41909E+11,Samiha Ram,Other,"423, Sachar Circle, Guntakal-283391",16-09-1954,256978.4,25697.84,40679,2429.87,10,No
8.76055E+11,Neelofar Sahni,Other,"29, Chadha Ganj, Gangtok-221010",13-01-1957,257476.25,21456.35,38273.21,1584,12,No
1.62907E+11,Jayant Walia,Male,"H.No. 867, Gupta Marg, Ranchi 898761",14-03-1945,435256.54,29017.1,49760.3,403.18,15,Yes
4.94269E+11,Ritvik Chandra,Other,"H.No. 403, Dhillon Circle, Latur 980746",21-09-1997,422392.48,28159.5,49694.81,5736.44,15,Yes
1.95873E+11,Kartik Dugar,Female,"51/00, Sha Ganj, Berhampore 205459",29-03-1970,191738.76,23967.35,43591.11,2809.74,8,No
1.78168E+11,Dhanuk Gandhi,Other,"66, Desai Marg, Srinagar 654113",22-08-1963,164231.12,27371.85,45156.33,2685.07,6,No
6.49282E+11,Zara Kapoor,Female,"99, Som Road, Kalyan-Dombivli 583668",16-03-1958,153748.84,30749.77,48868.59,14987.36,5,No
30880817262,Ishita Bobal,Other,"697, Lalla Nagar, Panvel-888917",11-06-1980,159428.73,22775.53,43518.93,8775.28,7,No
7288959274,Vardaniya Rana,Male,"H.No. 596, Golla Street, Solapur 609320",10-05-1950,182605.43,30434.24,46859.26,208.89,6,No
6.12766E+11,Adah Wadhwa,Male,"89/826, Dora Nagar, Begusarai 952175",11-04-1967,274834.96,34354.37,49713.84,21121.83,8,No
4.43596E+11,Fateh Karpe,Male,"H.No. 12, Divan Chowk, Madanapalle-118824",10-09-1950,184336.96,26333.85,46529.28,646.51,7,No
330442261525,Hiran Kamdar,Male,"297, Kunda Path, Hospet 454218",10-01-1968,326337.8,25102.91,45922.71,138.38,13,No
4.05536E+11,Umang Kibe,Female,"82, Uppal Nagar, Cuttack 709001",15-06-1987,408968.05,27264.54,49904.07,911.79,15,Yes
2.32361E+11,Madhup Sarraf,Female,"H.No. 07, Cherian Street, Alwar 282895",29-10-2004,259705.62,28856.18,45577.41,6554.45,9,No
42986226992,Aarush Balakrishnan,Male,"82/24, Dara Chowk, Bhavnagar 168507",03-12-1948,337750.32,30704.57,49264.81,3726.31,11,No
2.99834E+11,Vedika Gill,Female,"H.No. 950, Chakraborty, Moradabad 526105",30-11-1959,329240.39,27436.7,47381.6,2537.9,12,No
1.53984E+11,Baiju Tara,Male,"H.No. 071, Rajagopalan Marg, Kanpur-741894",31-08-1982,145876.26,29175.25,48946.55,2578.55,5,No
6.29143E+11,Rasha Din,Male,"87/69, Mangat Circle, Haridwar-294471",27-07-1972,115231.7,23046.34,40595.22,7700.06,5,No
